id,title,author,date,views,likes,link
3702,Is China the new idol for emerging economies?,Dambisa Moyo,June 2013,2600000,79000,https://ted.com/talks/dambisa_moyo_is_china_the_new_idol_for_emerging_economies
3703,The magic of Fibonacci numbers,Arthur Benjamin,June 2013,8199999,247000,https://ted.com/talks/arthur_benjamin_the_magic_of_fibonacci_numbers
3704,Why is yawning contagious?,Claudia Aguirre,November 2013,2200000,68000,https://ted.com/talks/claudia_aguirre_why_is_yawning_contagious
3705,How the NSA betrayed the world's trust — time to act,Mikko Hypponen,October 2013,1700000,52000,https://ted.com/talks/mikko_hypponen_how_the_nsa_betrayed_the_world_s_trust_time_to_act
3706,How jiu jitsu taught me to be a better employee,Francesca Simon-Carboni,November 2013,7300,221,https://ted.com/talks/francesca_simon_carboni_how_jiu_jitsu_taught_me_to_be_a_better_employee
3707,Economics and art,Megan Wilkens,November 2013,14000,443,https://ted.com/talks/megan_wilkens_economics_and_art
3708,Democratizing investing,Nathan Ide,November 2013,6100,183,https://ted.com/talks/nathan_ide_democratizing_investing
3709,Bring out your inner filmmaker,Mark Halliday,November 2013,5000,152,https://ted.com/talks/mark_halliday_bring_out_your_inner_filmmaker
3710,The upside of data,Jessica Donohue,November 2013,14000,432,https://ted.com/talks/jessica_donohue_the_upside_of_data
3711,Crowd-sourced investing,Hu Liang,November 2013,5700,171,https://ted.com/talks/hu_liang_crowd_sourced_investing
3712,Cultural clashes in defining beauty,Delali Bright,November 2013,18000,557,https://ted.com/talks/delali_bright_cultural_clashes_in_defining_beauty
3713,Making a difference in the world,Alison Quirk,November 2013,8100,244,https://ted.com/talks/alison_quirk_making_a_difference_in_the_world
3714,The paralyzed rat that walked,Grégoire Courtine,June 2013,1000000,30000,https://ted.com/talks/gregoire_courtine_the_paralyzed_rat_that_walked
3715,The fight for the right to vote in the United States,Nicki Beaman Griffin,November 2013,569000,17000,https://ted.com/talks/nicki_beaman_griffin_the_fight_for_the_right_to_vote_in_the_united_states
3716,What I discovered in New York City  trash,Robin Nagle,September 2013,1700000,53000,https://ted.com/talks/robin_nagle_what_i_discovered_in_new_york_city_trash
3717,The deadly genius of drug cartels,Rodrigo Canales,October 2013,2500000,75000,https://ted.com/talks/rodrigo_canales_the_deadly_genius_of_drug_cartels
3718,The art of bow-making,Dong Woo Jang,February 2013,2500000,76000,https://ted.com/talks/dong_woo_jang_the_art_of_bow_making
3719,Mysteries of vernacular: Robot,Jessica Oreck and Rachael Teel,October 2013,102000,3000,https://ted.com/talks/jessica_oreck_and_rachael_teel_mysteries_of_vernacular_robot
3720,Why stay in Chernobyl? Because it's home.,Holly Morris,June 2013,1100000,35000,https://ted.com/talks/holly_morris_why_stay_in_chernobyl_because_it_s_home
3721,"Life in the ""digital now""",Abha Dawesar,June 2013,1300000,40000,https://ted.com/talks/abha_dawesar_life_in_the_digital_now
3722,A simple solution to the coming phosphorus crisis,Mohamed Hijri,October 2013,679000,20000,https://ted.com/talks/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis
3723,Government — investor, risk-taker, innovator,Mariana Mazzucato,June 2013,1000000,31000,https://ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator
3724,Architecture at home in its community,Xavier Vilalta,June 2013,1000000,32000,https://ted.com/talks/xavier_vilalta_architecture_at_home_in_its_community
3725,Why our universe might exist on a knife-edge,Gian Giudice,May 2013,2200000,67000,https://ted.com/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge
3726,An ode to envy,Parul Sehgal,July 2013,2400000,73000,https://ted.com/talks/parul_sehgal_an_ode_to_envy
3727,Africa's next boom,Charles Robertson,June 2013,1300000,39000,https://ted.com/talks/charles_robertson_africa_s_next_boom
3728,Let's go all-in on selling sustainability,Steve Howard,June 2013,1200000,38000,https://ted.com/talks/steve_howard_let_s_go_all_in_on_selling_sustainability
3729,Who am I? Think again,Hetain Patel,June 2013,3000000,90000,https://ted.com/talks/hetain_patel_who_am_i_think_again
3730,What will a future without secrets look like?,Alessandro Acquisti,June 2013,1400000,44000,https://ted.com/talks/alessandro_acquisti_what_will_a_future_without_secrets_look_like
3731,Ingenious homes in unexpected places,Iwan Baan,September 2013,1600000,49000,https://ted.com/talks/iwan_baan_ingenious_homes_in_unexpected_places
3732,We need a heroic narrative for death,Amanda Bennett,April 2013,1200000,38000,https://ted.com/talks/amanda_bennett_we_need_a_heroic_narrative_for_death
3733,The uncertain location of electrons,George Zaidan and Charles Morton,October 2013,798000,23000,https://ted.com/talks/george_zaidan_and_charles_morton_the_uncertain_location_of_electrons
3734,The walkable city,Jeff Speck,September 2013,1300000,39000,https://ted.com/talks/jeff_speck_the_walkable_city
3735,Adventures in Twitter fiction,Andrew Fitzgerald,July 2013,1000000,31000,https://ted.com/talks/andrew_fitzgerald_adventures_in_twitter_fiction
3736,Let's treat violence like a contagious disease,Gary Slutkin,April 2013,861000,25000,https://ted.com/talks/gary_slutkin_let_s_treat_violence_like_a_contagious_disease
3737,Iran and Israel: Peace is possible,Trita Parsi,June 2013,816000,24000,https://ted.com/talks/trita_parsi_iran_and_israel_peace_is_possible
3738,The science of stage fright (and how to overcome it),Mikael Cho,October 2013,1500000,45000,https://ted.com/talks/mikael_cho_the_science_of_stage_fright_and_how_to_overcome_it
3739,New York's streets? Not so mean any more,Janette Sadik-Khan,September 2013,1000000,31000,https://ted.com/talks/janette_sadik_khan_new_york_s_streets_not_so_mean_any_more
3740,Why we shouldn't trust markets with our civic life,Michael Sandel,June 2013,2300000,70000,https://ted.com/talks/michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life
3741,The case for letting business solve social problems,Michael Porter,June 2013,2600000,78000,https://ted.com/talks/michael_porter_the_case_for_letting_business_solve_social_problems
3742,Can technology solve our big problems?,Jason Pontin,February 2013,1600000,49000,https://ted.com/talks/jason_pontin_can_technology_solve_our_big_problems
3743,Psychedelic science,Fabian Oefner,June 2013,1900000,58000,https://ted.com/talks/fabian_oefner_psychedelic_science
3744,How I hacked online dating,Amy Webb,April 2013,8300000,249000,https://ted.com/talks/amy_webb_how_i_hacked_online_dating
3745,The most groundbreaking scientist you've never heard of,Addison Anderson,October 2013,2900000,88000,https://ted.com/talks/addison_anderson_the_most_groundbreaking_scientist_you_ve_never_heard_of
3746,Life that doesn't end with death,Kelli Swazey,April 2013,1800000,55000,https://ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death
3747,Kabuki: The people's dramatic art,Amanda Mattes,September 2013,881000,26000,https://ted.com/talks/amanda_mattes_kabuki_the_people_s_dramatic_art
3748,The unheard story of David and Goliath,Malcolm Gladwell,September 2013,7800000,236000,https://ted.com/talks/malcolm_gladwell_the_unheard_story_of_david_and_goliath
3749,Confessions of a depressed comic,Kevin Breel,May 2013,4700000,142000,https://ted.com/talks/kevin_breel_confessions_of_a_depressed_comic
3750,Are Elvish, Klingon, Dothraki and Na'vi real languages?,John McWhorter,September 2013,2800000,85000,https://ted.com/talks/john_mcwhorter_are_elvish_klingon_dothraki_and_na_vi_real_languages
3751,Why our IQ levels are higher than our grandparents',James Flynn,March 2013,4600000,138000,https://ted.com/talks/james_flynn_why_our_iq_levels_are_higher_than_our_grandparents
3752,What we don't understand about trust,Onora O'Neill,June 2013,1700000,53000,https://ted.com/talks/onora_o_neill_what_we_don_t_understand_about_trust
3753,The pursuit of ignorance,Stuart Firestein,February 2013,2600000,78000,https://ted.com/talks/stuart_firestein_the_pursuit_of_ignorance
3754,The physics of human sperm vs. the physics of the sperm whale,Aatish Bhatia,September 2013,4300000,131000,https://ted.com/talks/aatish_bhatia_the_physics_of_human_sperm_vs_the_physics_of_the_sperm_whale
3755,How reliable is your memory?,Elizabeth Loftus,June 2013,5600000,168000,https://ted.com/talks/elizabeth_loftus_how_reliable_is_your_memory
3756,Why mayors should rule the world,Benjamin Barber,June 2013,874000,26000,https://ted.com/talks/benjamin_barber_why_mayors_should_rule_the_world
3757,Light waves, visible and invisible,Lucianne Walkowicz,September 2013,733000,22000,https://ted.com/talks/lucianne_walkowicz_light_waves_visible_and_invisible
3758,Leather and meat without killing animals,Andras Forgacs,June 2013,1400000,42000,https://ted.com/talks/andras_forgacs_leather_and_meat_without_killing_animals
3759,Mapping ideas worth spreading,Eric Berlow and Sean Gourley,February 2013,1100000,34000,https://ted.com/talks/eric_berlow_and_sean_gourley_mapping_ideas_worth_spreading
3760,Why bees are disappearing,Marla Spivak,June 2013,3100000,93000,https://ted.com/talks/marla_spivak_why_bees_are_disappearing
3761,Everyday cybercrime — and what you can do about it,James Lyne,February 2013,1700000,53000,https://ted.com/talks/james_lyne_everyday_cybercrime_and_what_you_can_do_about_it
3762,The art of misdirection,Apollo Robbins,June 2013,31000000,933000,https://ted.com/talks/apollo_robbins_the_art_of_misdirection
3763,Urbanization and the evolution of cities across 10,000 years,Vance Kite,September 2013,2000000,60000,https://ted.com/talks/vance_kite_urbanization_and_the_evolution_of_cities_across_10_000_years
3764,3 reasons we still haven’t gotten rid of malaria,Sonia Shah,June 2013,1300000,39000,https://ted.com/talks/sonia_shah_3_reasons_we_still_haven_t_gotten_rid_of_malaria
3765,How technology allowed me to read,Ron McCallum,July 2013,740000,22000,https://ted.com/talks/ron_mccallum_how_technology_allowed_me_to_read
3766,What are stem cells?,Craig A. Kohn,September 2013,1300000,40000,https://ted.com/talks/craig_a_kohn_what_are_stem_cells
3767,The museum of you,Jake Barton,May 2013,832000,24000,https://ted.com/talks/jake_barton_the_museum_of_you
3768,What is love?,Brad Troeger,September 2013,1500000,47000,https://ted.com/talks/brad_troeger_what_is_love
3769,For more wonder, rewild the world,George Monbiot,July 2013,1200000,36000,https://ted.com/talks/george_monbiot_for_more_wonder_rewild_the_world
3770,Your body is my canvas,Alexa Meade,June 2013,2800000,85000,https://ted.com/talks/alexa_meade_your_body_is_my_canvas
3771,Cicadas: The dormant army beneath your feet,Rose Eveleth,September 2013,440000,13000,https://ted.com/talks/rose_eveleth_cicadas_the_dormant_army_beneath_your_feet
3772,The rise of the new global super-rich,Chrystia Freeland,June 2013,2300000,69000,https://ted.com/talks/chrystia_freeland_the_rise_of_the_new_global_super_rich
3773,How to make stress your friend,Kelly McGonigal,June 2013,28000000,855000,https://ted.com/talks/kelly_mcgonigal_how_to_make_stress_your_friend
3774,The moon illusion,Andrew Vanden Heuvel,September 2013,748000,22000,https://ted.com/talks/andrew_vanden_heuvel_the_moon_illusion
3775,Why I fell in love with monster prime numbers,Adam Spencer,February 2013,2200000,68000,https://ted.com/talks/adam_spencer_why_i_fell_in_love_with_monster_prime_numbers
3776,What is déjà vu? What is déjà vu?,Michael Molina,August 2013,4099999,125000,https://ted.com/talks/michael_molina_what_is_deja_vu_what_is_deja_vu
3777,Defining cyberwarfare... in hopes of preventing it,Daniel Garrie,August 2013,104000,3100,https://ted.com/talks/daniel_garrie_defining_cyberwarfare_in_hopes_of_preventing_it
3778,The Arctic vs. the Antarctic,Camille Seaman,August 2013,4000000,122000,https://ted.com/talks/camille_seaman_the_arctic_vs_the_antarctic
3779,Making peace is a marathon,May El-Khalil,June 2013,5300000,159000,https://ted.com/talks/may_el_khalil_making_peace_is_a_marathon
3780,Should you trust your first impression?,Peter Mende-Siedlecki,August 2013,2800000,86000,https://ted.com/talks/peter_mende_siedlecki_should_you_trust_your_first_impression
3781,A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,June 2013,1100000,35000,https://ted.com/talks/steve_ramirez_and_xu_liu_a_mouse_a_laser_beam_a_manipulated_memory
3782,Who won the space race?,Jeff Steers,August 2013,1300000,41000,https://ted.com/talks/jeff_steers_who_won_the_space_race
3783,Why do we sleep?,Russell Foster,June 2013,8500000,256000,https://ted.com/talks/russell_foster_why_do_we_sleep
3784,Emergency shelters made from paper,Shigeru Ban,May 2013,1800000,55000,https://ted.com/talks/shigeru_ban_emergency_shelters_made_from_paper
3785,The dangers of willful blindness,Margaret Heffernan,March 2013,1900000,57000,https://ted.com/talks/margaret_heffernan_the_dangers_of_willful_blindness
3786,In the key of genius,Derek Paravicini and Adam Ockelford,March 2013,1600000,48000,https://ted.com/talks/derek_paravicini_and_adam_ockelford_in_the_key_of_genius
3787,The voices in my head,Eleanor Longden,February 2013,5400000,163000,https://ted.com/talks/eleanor_longden_the_voices_in_my_head
3788,Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,February 2013,803000,24000,https://ted.com/talks/saki_mafundikwa_ingenuity_and_elegance_in_ancient_african_alphabets
3789,Design for all 5 senses,Jinsop Lee,February 2013,1800000,54000,https://ted.com/talks/jinsop_lee_design_for_all_5_senses
3790,For argument's sake,Daniel H. Cohen,February 2013,1700000,53000,https://ted.com/talks/daniel_h_cohen_for_argument_s_sake
3791,The polyphonic me,Beardyman,February 2013,2700000,81000,https://ted.com/talks/beardyman_the_polyphonic_me
3792,Better baby care — thanks to Formula 1,Peter van Manen,April 2013,870000,26000,https://ted.com/talks/peter_van_manen_better_baby_care_thanks_to_formula_1
3793,Spider-Man, The Lion King and life on the creative edge,Julie Taymor,March 2011,1000000,32000,https://ted.com/talks/julie_taymor_spider_man_the_lion_king_and_life_on_the_creative_edge
3794,The fastest ambulance? A motorcycle,Eli Beer,April 2013,1100000,34000,https://ted.com/talks/eli_beer_the_fastest_ambulance_a_motorcycle
3795,A 3D-printed jumbo jet?,Bastian Schaefer,June 2013,1100000,34000,https://ted.com/talks/bastian_schaefer_a_3d_printed_jumbo_jet
3796,How a penny made me feel like a millionaire,Tania Luna,July 2012,1800000,55000,https://ted.com/talks/tania_luna_how_a_penny_made_me_feel_like_a_millionaire
3797,The terrors of sleep paralysis,Ami Angelowicz,July 2013,957000,28000,https://ted.com/talks/ami_angelowicz_the_terrors_of_sleep_paralysis
3798,Bitcoin. Sweat. Tide. Meet the future of branded currency.,Paul Kemp-Robertson,June 2013,1300000,40000,https://ted.com/talks/paul_kemp_robertson_bitcoin_sweat_tide_meet_the_future_of_branded_currency
3799,In our baby's illness, a life lesson,Roberto D'Angelo + Francesca Fedeli,June 2013,1200000,38000,https://ted.com/talks/roberto_d_angelo_francesca_fedeli_in_our_baby_s_illness_a_life_lesson
3800,DJ decks made of ... paper,Kate Stone,February 2013,738000,22000,https://ted.com/talks/kate_stone_dj_decks_made_of_paper
3801,A brief history of plural word...s,John McWhorter,July 2013,858000,25000,https://ted.com/talks/john_mcwhorter_a_brief_history_of_plural_word_s
3802,Our shared condition — consciousness,John Searle,May 2013,1500000,45000,https://ted.com/talks/john_searle_our_shared_condition_consciousness
3803,The orchestra in my mouth,Tom Thum,May 2013,34000000,1000000,https://ted.com/talks/tom_thum_the_orchestra_in_my_mouth
3804,How to read music,Tim Hansen,July 2013,5300000,159000,https://ted.com/talks/tim_hansen_how_to_read_music
3805,Where is home?,Pico Iyer,June 2013,3500000,106000,https://ted.com/talks/pico_iyer_where_is_home
3806,Cloudy with a chance of joy,Gavin Pretor-Pinney,June 2013,1300000,40000,https://ted.com/talks/gavin_pretor_pinney_cloudy_with_a_chance_of_joy
3807,What is dyslexia?,Kelli Sandman-Hurley,July 2013,5600000,170000,https://ted.com/talks/kelli_sandman_hurley_what_is_dyslexia
3808,The voice of the natural world,Bernie Krause,June 2013,1200000,36000,https://ted.com/talks/bernie_krause_the_voice_of_the_natural_world
3809,Sex needs a new metaphor. Here's one ...,Al Vernacchio,March 2012,2200000,67000,https://ted.com/talks/al_vernacchio_sex_needs_a_new_metaphor_here_s_one
3810,Da Vinci's Vitruvian Man of math,James Earle,July 2013,2200000,67000,https://ted.com/talks/james_earle_da_vinci_s_vitruvian_man_of_math
3811,A promising test for pancreatic cancer ... from a teenager,Jack Andraka,February 2013,5000000,150000,https://ted.com/talks/jack_andraka_a_promising_test_for_pancreatic_cancer_from_a_teenager
3812,The infinite life of pi,Reynaldo Lopes,July 2013,1300000,39000,https://ted.com/talks/reynaldo_lopes_the_infinite_life_of_pi
3813,The interspecies internet? An idea in progress,Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf,February 2013,782000,23000,https://ted.com/talks/diana_reiss_peter_gabriel_neil_gershenfeld_and_vint_cerf_the_interspecies_internet_an_idea_in_progress
3814,Comma story,Terisa Folaron,July 2013,2300000,69000,https://ted.com/talks/terisa_folaron_comma_story
3815,Why we should build wooden skyscrapers,Michael Green,February 2013,1400000,43000,https://ted.com/talks/michael_green_why_we_should_build_wooden_skyscrapers
3816,Myths and misconceptions about evolution,Alex Gendler,July 2013,2600000,79000,https://ted.com/talks/alex_gendler_myths_and_misconceptions_about_evolution
3817,Meet global corruption's hidden players,Charmian Gooch,June 2013,2600000,78000,https://ted.com/talks/charmian_gooch_meet_global_corruption_s_hidden_players
3818,Free falling in outer space,Dr. Matt J. Carlson,July 2013,210000,6300,https://ted.com/talks/dr_matt_j_carlson_free_falling_in_outer_space
3819,Bluegrass virtuosity from ... New Jersey?,Sleepy Man Banjo Boys,February 2013,8900000,268000,https://ted.com/talks/sleepy_man_banjo_boys_bluegrass_virtuosity_from_new_jersey
3820,Reach into the computer and grab a pixel,Jinha Lee,February 2013,1800000,56000,https://ted.com/talks/jinha_lee_reach_into_the_computer_and_grab_a_pixel
3821,The big-data revolution in health care,Joel Selanikio,February 2013,766000,23000,https://ted.com/talks/joel_selanikio_the_big_data_revolution_in_health_care
3822,Inside your computer,Bettina Bair,July 2013,2300000,71000,https://ted.com/talks/bettina_bair_inside_your_computer
3823,A tale of two political systems,Eric X. Li,June 2013,3200000,98000,https://ted.com/talks/eric_x_li_a_tale_of_two_political_systems
3824,Why we will rely on robots,Rodney Brooks,February 2013,1400000,43000,https://ted.com/talks/rodney_brooks_why_we_will_rely_on_robots
3825,If superpowers were real: Invisibility,Joy Lin,June 2013,1400000,42000,https://ted.com/talks/joy_lin_if_superpowers_were_real_invisibility
3826,If superpowers were real: Flight,Joy Lin,June 2013,2100000,65000,https://ted.com/talks/joy_lin_if_superpowers_were_real_flight
3827,If superpowers were real: Immortality,Joy Lin,June 2013,5200000,157000,https://ted.com/talks/joy_lin_if_superpowers_were_real_immortality
3828,If superpowers were real: Super strength,Joy Lin,June 2013,2100000,64000,https://ted.com/talks/joy_lin_if_superpowers_were_real_super_strength
3829,If superpowers were real: Super speed,Joy Lin,June 2013,1900000,57000,https://ted.com/talks/joy_lin_if_superpowers_were_real_super_speed
3830,If superpowers were real: Body mass,Joy Lin,June 2013,1400000,43000,https://ted.com/talks/joy_lin_if_superpowers_were_real_body_mass
3831,How we'll resurrect the gastric brooding frog, the Tasmanian tiger,Michael Archer,March 2013,607000,18000,https://ted.com/talks/michael_archer_how_we_ll_resurrect_the_gastric_brooding_frog_the_tasmanian_tiger
3832,How to set the table,Anna Post,June 2013,1300000,39000,https://ted.com/talks/anna_post_how_to_set_the_table
3833,Anatomy of a New Yorker cartoon,Bob Mankoff,May 2013,1300000,41000,https://ted.com/talks/bob_mankoff_anatomy_of_a_new_yorker_cartoon
3834,Is there a center of the universe?,Marjee Chmiel and Trevor Owens,June 2013,617000,18000,https://ted.com/talks/marjee_chmiel_and_trevor_owens_is_there_a_center_of_the_universe
3835,Is the obesity crisis hiding a bigger problem?,Peter Attia,April 2013,4600000,138000,https://ted.com/talks/peter_attia_is_the_obesity_crisis_hiding_a_bigger_problem
3836,How big is the ocean?,Scott Gass,June 2013,2700000,83000,https://ted.com/talks/scott_gass_how_big_is_the_ocean
3837,The doubt essential to faith,Lesley Hazleton,June 2013,1700000,52000,https://ted.com/talks/lesley_hazleton_the_doubt_essential_to_faith
3838,Photos from a storm chaser,Camille Seaman,February 2013,2100000,64000,https://ted.com/talks/camille_seaman_photos_from_a_storm_chaser
3839,How to reduce poverty? Fix homes,Paul Pholeros,May 2013,1400000,42000,https://ted.com/talks/paul_pholeros_how_to_reduce_poverty_fix_homes
3840,The family I lost in North Korea. And the family I gained.,Joseph Kim,June 2013,3100000,94000,https://ted.com/talks/joseph_kim_the_family_i_lost_in_north_korea_and_the_family_i_gained
3841,Meet BRCK, Internet access built for Africa,Juliana Rotich,June 2013,690000,20000,https://ted.com/talks/juliana_rotich_meet_brck_internet_access_built_for_africa
3842,How we can predict the next financial crisis,Didier Sornette,June 2013,1500000,47000,https://ted.com/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis
3843,A Saudi woman who dared to drive,Manal al-Sharif,June 2013,1700000,51000,https://ted.com/talks/manal_al_sharif_a_saudi_woman_who_dared_to_drive
3844,The kill decision shouldn't belong to a robot,Daniel Suarez,June 2013,1900000,58000,https://ted.com/talks/daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot
3845,Imagine a European democracy without borders,George Papandreou,June 2013,815000,24000,https://ted.com/talks/george_papandreou_imagine_a_european_democracy_without_borders
3846,The astounding athletic power of quadcopters,Raffaello D'Andrea,June 2013,14000000,421000,https://ted.com/talks/raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters
3847,What color is Tuesday? Exploring synesthesia,Richard E. Cytowic,June 2013,1500000,46000,https://ted.com/talks/richard_e_cytowic_what_color_is_tuesday_exploring_synesthesia
3848,What will future jobs look like?,Andrew McAfee,February 2013,5000000,151000,https://ted.com/talks/andrew_mcafee_what_will_future_jobs_look_like
3849,How I made an impossible film,Martin Villeneuve,February 2013,1000000,30000,https://ted.com/talks/martin_villeneuve_how_i_made_an_impossible_film
3850,Could we speak the language of dolphins?,Denise Herzing,February 2013,1600000,48000,https://ted.com/talks/denise_herzing_could_we_speak_the_language_of_dolphins
3851,How I named, shamed and jailed,Anas Aremeyaw Anas,February 2013,1500000,45000,https://ted.com/talks/anas_aremeyaw_anas_how_i_named_shamed_and_jailed
3852,How behavioral science can lower your energy bill,Alex Laskey,February 2013,1200000,37000,https://ted.com/talks/alex_laskey_how_behavioral_science_can_lower_your_energy_bill
3853,Love, no matter what,Andrew Solomon,April 2013,5400000,164000,https://ted.com/talks/andrew_solomon_love_no_matter_what
3854,How books can open your mind,Lisa Bu,February 2013,6000000,182000,https://ted.com/talks/lisa_bu_how_books_can_open_your_mind
3855,Gyotaku: The ancient Japanese art of printing fish,K. Erica Dodge,May 2013,524000,15000,https://ted.com/talks/k_erica_dodge_gyotaku_the_ancient_japanese_art_of_printing_fish
3856,Bring back the woolly mammoth!,Hendrik Poinar,March 2013,1100000,34000,https://ted.com/talks/hendrik_poinar_bring_back_the_woolly_mammoth
3857,What on Earth is spin?,Brian Jones,May 2013,162000,4800,https://ted.com/talks/brian_jones_what_on_earth_is_spin
3858,Violence against women — it's a men's issue,Jackson Katz,November 2012,2600000,78000,https://ted.com/talks/jackson_katz_violence_against_women_it_s_a_men_s_issue
3859,Is space trying to kill us?,Ron Shaneyfelt,May 2013,352000,10000,https://ted.com/talks/ron_shaneyfelt_is_space_trying_to_kill_us
3860,Why I brought Pac-Man to MoMA,Paola Antonelli,May 2013,1000000,30000,https://ted.com/talks/paola_antonelli_why_i_brought_pac_man_to_moma
3861,The violin, and my dark night of the soul,Ji-Hae Park,February 2013,4700000,141000,https://ted.com/talks/ji_hae_park_the_violin_and_my_dark_night_of_the_soul
3862,Architecture for the people by the people,Alastair Parvin,February 2013,1600000,49000,https://ted.com/talks/alastair_parvin_architecture_for_the_people_by_the_people
3863,What is fat?,George Zaidan,May 2013,2700000,83000,https://ted.com/talks/george_zaidan_what_is_fat
3864,Prepare for a good end of life,Judy MacDonald Johnston,February 2013,1600000,49000,https://ted.com/talks/judy_macdonald_johnston_prepare_for_a_good_end_of_life
3865,Embrace the shake,Phil Hansen,February 2013,2800000,84000,https://ted.com/talks/phil_hansen_embrace_the_shake
3866,What's an algorithm?,David J. Malan,May 2013,1900000,57000,https://ted.com/talks/david_j_malan_what_s_an_algorithm
3867,The why and how of effective altruism,Peter Singer,March 2013,2100000,64000,https://ted.com/talks/peter_singer_the_why_and_how_of_effective_altruism
3868,Pros and cons of public opinion polls,Jason Robert Jaffe,May 2013,212000,6300,https://ted.com/talks/jason_robert_jaffe_pros_and_cons_of_public_opinion_polls
3869,Why Google Glass?,Sergey Brin,February 2013,2100000,64000,https://ted.com/talks/sergey_brin_why_google_glass
3870,Hack a banana, make a keyboard!,Jay Silver,April 2013,1400000,44000,https://ted.com/talks/jay_silver_hack_a_banana_make_a_keyboard
3871,The brilliance of bioluminescence,Leslie Kenna,May 2013,2100000,64000,https://ted.com/talks/leslie_kenna_the_brilliance_of_bioluminescence
3872,The invisible man,Liu Bolin,February 2013,1300000,41000,https://ted.com/talks/liu_bolin_the_invisible_man
3873,Four sisters in Ancient Rome,Ray Laurence,May 2013,9100000,274000,https://ted.com/talks/ray_laurence_four_sisters_in_ancient_rome
3874,Why we need strangeness,Maria Bezaitis,April 2013,1200000,37000,https://ted.com/talks/maria_bezaitis_why_we_need_strangeness
3875,Why 30 is not the new 20,Meg Jay,February 2013,12000000,374000,https://ted.com/talks/meg_jay_why_30_is_not_the_new_20
3876,How to escape education's death valley,Sir Ken Robinson,April 2013,11000000,351000,https://ted.com/talks/sir_ken_robinson_how_to_escape_education_s_death_valley
3877,Grit: The power of passion and perseverance,Angela Lee Duckworth,April 2013,25000000,773000,https://ted.com/talks/angela_lee_duckworth_grit_the_power_of_passion_and_perseverance
3878,Our failing schools. Enough is enough!,Geoffrey Canada,May 2013,2400000,72000,https://ted.com/talks/geoffrey_canada_our_failing_schools_enough_is_enough
3879,"""High School Training Ground""",Malcolm London,May 2013,1500000,46000,https://ted.com/talks/malcolm_london_high_school_training_ground
3880,My story, from gangland daughter to star teacher,Pearl Arredondo,May 2013,1200000,36000,https://ted.com/talks/pearl_arredondo_my_story_from_gangland_daughter_to_star_teacher
3881,3 rules to spark learning,Ramsey Musallam,April 2013,3200000,98000,https://ted.com/talks/ramsey_musallam_3_rules_to_spark_learning
3882,Teachers need real feedback,Bill Gates,May 2013,4500000,135000,https://ted.com/talks/bill_gates_teachers_need_real_feedback
3883,Learn to read Chinese ... with ease!,ShaoLan,February 2013,5800000,176000,https://ted.com/talks/shaolan_learn_to_read_chinese_with_ease
3884,The economic case for preschool,Timothy Bartik,September 2012,459000,13000,https://ted.com/talks/timothy_bartik_the_economic_case_for_preschool
3885,Dark matter: The matter we can't see,James Gillies,May 2013,2900000,87000,https://ted.com/talks/james_gillies_dark_matter_the_matter_we_can_t_see
3886,What happened to antimatter?,Rolf Landua,May 2013,1500000,47000,https://ted.com/talks/rolf_landua_what_happened_to_antimatter
3887,Big Data,Tim Smith,May 2013,541000,16000,https://ted.com/talks/tim_smith_big_data
3888,Every kid needs a champion,Rita Pierson,May 2013,13000000,408000,https://ted.com/talks/rita_pierson_every_kid_needs_a_champion
3889,How did feathers evolve?,Carl Zimmer,May 2013,862000,25000,https://ted.com/talks/carl_zimmer_how_did_feathers_evolve
3890,Your online life, permanent as a tattoo,Juan Enriquez,February 2013,1800000,56000,https://ted.com/talks/juan_enriquez_your_online_life_permanent_as_a_tattoo
3891,The silent drama of photography,Sebastião Salgado,February 2013,2000000,62000,https://ted.com/talks/sebastiao_salgado_the_silent_drama_of_photography
3892,How do you know whom to trust?,Ram Neta,April 2013,908000,27000,https://ted.com/talks/ram_neta_how_do_you_know_whom_to_trust
3893,My radical plan for small nuclear fission reactors,Taylor Wilson,February 2013,2500000,77000,https://ted.com/talks/taylor_wilson_my_radical_plan_for_small_nuclear_fission_reactors
3894,Got a meeting? Take a walk,Nilofer Merchant,February 2013,3600000,108000,https://ted.com/talks/nilofer_merchant_got_a_meeting_take_a_walk
3895,10 top time-saving tech tips,David Pogue,February 2013,5200000,156000,https://ted.com/talks/david_pogue_10_top_time_saving_tech_tips
3896,If cars could talk, accidents might be avoidable,Jennifer Healey,April 2013,950000,28000,https://ted.com/talks/jennifer_healey_if_cars_could_talk_accidents_might_be_avoidable
